id,spirit_id,skill_id,技能名,技能来源,解锁等级
4651,353,403,诡刺,技能石,
4652,353,412,超级糖果,技能石,
4653,353,454,阻断,技能石,
4654,353,47,冰爪,血脉,
4655,353,68,升龙咆哮,血脉,
4656,353,123,尾后针,血脉,
4657,353,192,星星撞击,血脉,
4658,353,218,毒沼,血脉,
4659,353,270,火爪,血脉,
4660,353,273,灵媒,血脉,
4661,353,325,磁干扰,血脉,
4662,353,329,离子震荡,血脉,
4663,353,355,肥皂泡,血脉,
4664,353,367,荆棘爪,血脉,
4665,353,391,虹光冲击,血脉,
4666,353,406,贯手,血脉,
4667,353,416,跺地,血脉,
4668,353,437,针状物,血脉,
4669,353,476,风矢,血脉,
4670,353,480,飞吻,血脉,
4671,353,497,黑手,血脉,
4672,353,45,冰晶坠,默认,22
4673,353,46,冰点,默认,37
4674,353,50,冰锋横扫,默认,40
4675,353,52,冰雹,默认,45
4676,353,62,力量增效,默认,26
4677,353,119,寒风吹,默认,8
4678,353,187,旋转突击,默认,29
4679,353,199,暴风雪,默认,11
4680,353,204,极寒领域,默认,48
4681,353,322,碎冰冰,默认,36
4682,353,451,防御,默认,1
4683,353,464,雾气环绕,默认,17
4684,353,467,霜天,默认,35
4685,353,468,霜降,默认,1
4686,353,474,风吹雪,默认,1
4687,353,489,魔法增效,默认,9
4688,354,25,倾泻,技能石,
4689,354,40,冰冻光线,技能石,
4690,354,66,勾魂,技能石,
4691,354,72,双星,技能石,
4692,354,101,坍缩,技能石,
4693,354,108,复写,技能石,
4694,354,130,幽灵爆发,技能石,
4695,354,146,恐吓,技能石,
4696,354,151,惊吓盒子,技能石,
4697,354,195,晒太阳,技能石,
4698,354,298,生日蛋糕,技能石,
4699,354,318,破罐破摔,技能石,
4700,354,339,精神扰乱,技能石,
4701,354,403,诡刺,技能石,
4702,354,412,超级糖果,技能石,
4703,354,454,阻断,技能石,
4704,354,47,冰爪,血脉,
4705,354,68,升龙咆哮,血脉,
4706,354,123,尾后针,血脉,
4707,354,192,星星撞击,血脉,
4708,354,218,毒沼,血脉,
4709,354,270,火爪,血脉,
4710,354,273,灵媒,血脉,
4711,354,325,磁干扰,血脉,
4712,354,329,离子震荡,血脉,
4713,354,355,肥皂泡,血脉,
4714,354,367,荆棘爪,血脉,
4715,354,391,虹光冲击,血脉,
4716,354,406,贯手,血脉,
4717,354,416,跺地,血脉,
4718,354,437,针状物,血脉,
4719,354,476,风矢,血脉,
4720,354,480,飞吻,血脉,
4721,354,497,黑手,血脉,
4722,354,45,冰晶坠,默认,22
4723,354,46,冰点,默认,37
4724,354,50,冰锋横扫,默认,40
4725,354,52,冰雹,默认,45
4726,354,62,力量增效,默认,26
4727,354,119,寒风吹,默认,8
4728,354,187,旋转突击,默认,29
4729,354,199,暴风雪,默认,11
4730,354,204,极寒领域,默认,48
4731,354,322,碎冰冰,默认,36
4732,354,451,防御,默认,1
4733,354,464,雾气环绕,默认,17
4734,354,467,霜天,默认,35
4735,354,468,霜降,默认,1
4736,354,474,风吹雪,默认,1
4737,354,489,魔法增效,默认,9
4738,355,25,倾泻,技能石,
4739,355,40,冰冻光线,技能石,
4740,355,66,勾魂,技能石,
4741,355,72,双星,技能石,
4742,355,101,坍缩,技能石,
4743,355,108,复写,技能石,
4744,355,130,幽灵爆发,技能石,
4745,355,146,恐吓,技能石,
4746,355,151,惊吓盒子,技能石,
4747,355,195,晒太阳,技能石,
4748,355,298,生日蛋糕,技能石,
4749,355,318,破罐破摔,技能石,
4750,355,339,精神扰乱,技能石,
4751,355,403,诡刺,技能石,
4752,355,412,超级糖果,技能石,
4753,355,454,阻断,技能石,
4754,355,47,冰爪,血脉,
4755,355,68,升龙咆哮,血脉,
4756,355,123,尾后针,血脉,
4757,355,192,星星撞击,血脉,
4758,355,218,毒沼,血脉,
4759,355,270,火爪,血脉,
4760,355,273,灵媒,血脉,
4761,355,325,磁干扰,血脉,
4762,355,329,离子震荡,血脉,
4763,355,355,肥皂泡,血脉,
4764,355,367,荆棘爪,血脉,
4765,355,391,虹光冲击,血脉,
4766,355,406,贯手,血脉,
4767,355,416,跺地,血脉,
4768,355,437,针状物,血脉,
4769,355,476,风矢,血脉,
4770,355,480,飞吻,血脉,
4771,355,497,黑手,血脉,
4772,355,45,冰晶坠,默认,22
4773,355,46,冰点,默认,37
4774,355,50,冰锋横扫,默认,40
4775,355,52,冰雹,默认,45
4776,355,62,力量增效,默认,26
4777,355,119,寒风吹,默认,8
4778,355,187,旋转突击,默认,29
4779,355,199,暴风雪,默认,11
4780,355,204,极寒领域,默认,48
4781,355,322,碎冰冰,默认,36
4782,355,451,防御,默认,1
4783,355,464,雾气环绕,默认,17
4784,355,467,霜天,默认,35
4785,355,468,霜降,默认,1
4786,355,474,风吹雪,默认,1
4787,355,489,魔法增效,默认,9
4788,356,25,倾泻,技能石,
4789,356,40,冰冻光线,技能石,
4790,356,66,勾魂,技能石,
4791,356,72,双星,技能石,
4792,356,101,坍缩,技能石,
4793,356,108,复写,技能石,
4794,356,130,幽灵爆发,技能石,
4795,356,146,恐吓,技能石,
4796,356,151,惊吓盒子,技能石,
4797,356,195,晒太阳,技能石,
4798,356,298,生日蛋糕,技能石,
4799,356,318,破罐破摔,技能石,
4800,356,339,精神扰乱,技能石,
4801,356,403,诡刺,技能石,
4802,356,412,超级糖果,技能石,
4803,356,454,阻断,技能石,
4804,356,47,冰爪,血脉,
4805,356,68,升龙咆哮,血脉,
4806,356,123,尾后针,血脉,
4807,356,192,星星撞击,血脉,
4808,356,218,毒沼,血脉,
4809,356,270,火爪,血脉,
4810,356,273,灵媒,血脉,
4811,356,325,磁干扰,血脉,
4812,356,329,离子震荡,血脉,
4813,356,355,肥皂泡,血脉,
4814,356,367,荆棘爪,血脉,
4815,356,391,虹光冲击,血脉,
4816,356,406,贯手,血脉,
4817,356,416,跺地,血脉,
4818,356,437,针状物,血脉,
4819,356,476,风矢,血脉,
4820,356,480,飞吻,血脉,
4821,356,497,黑手,血脉,
4822,356,45,冰晶坠,默认,22
4823,356,46,冰点,默认,37
4824,356,50,冰锋横扫,默认,40
4825,356,52,冰雹,默认,45
4826,356,62,力量增效,默认,26
4827,356,119,寒风吹,默认,8
4828,356,187,旋转突击,默认,29
4829,356,199,暴风雪,默认,11
4830,356,204,极寒领域,默认,48
4831,356,322,碎冰冰,默认,36
4832,356,451,防御,默认,1
4833,356,464,雾气环绕,默认,17
4834,356,467,霜天,默认,35
4835,356,468,霜降,默认,1
4836,356,474,风吹雪,默认,1
4837,356,489,魔法增效,默认,9
4838,357,25,倾泻,技能石,
4839,357,40,冰冻光线,技能石,
4840,357,66,勾魂,技能石,
4841,357,72,双星,技能石,
4842,357,101,坍缩,技能石,
4843,357,108,复写,技能石,
4844,357,130,幽灵爆发,技能石,
4845,357,146,恐吓,技能石,
4846,357,151,惊吓盒子,技能石,
4847,357,195,晒太阳,技能石,
4848,357,298,生日蛋糕,技能石,
4849,357,318,破罐破摔,技能石,
4850,357,339,精神扰乱,技能石,
4851,357,403,诡刺,技能石,
4852,357,412,超级糖果,技能石,
4853,357,454,阻断,技能石,
4854,357,47,冰爪,血脉,
4855,357,68,升龙咆哮,血脉,
4856,357,123,尾后针,血脉,
4857,357,192,星星撞击,血脉,
4858,357,218,毒沼,血脉,
4859,357,270,火爪,血脉,
4860,357,273,灵媒,血脉,
4861,357,325,磁干扰,血脉,
4862,357,329,离子震荡,血脉,
4863,357,355,肥皂泡,血脉,
4864,357,367,荆棘爪,血脉,
4865,357,391,虹光冲击,血脉,
4866,357,406,贯手,血脉,
4867,357,416,跺地,血脉,
4868,357,437,针状物,血脉,
4869,357,476,风矢,血脉,
4870,357,480,飞吻,血脉,
4871,357,497,黑手,血脉,
4872,357,45,冰晶坠,默认,22
4873,357,46,冰点,默认,37
4874,357,50,冰锋横扫,默认,40
4875,357,52,冰雹,默认,45
4876,357,62,力量增效,默认,26
4877,357,119,寒风吹,默认,8
4878,357,187,旋转突击,默认,29
4879,357,199,暴风雪,默认,11
4880,357,204,极寒领域,默认,48
4881,357,322,碎冰冰,默认,36
4882,357,451,防御,默认,1
4883,357,464,雾气环绕,默认,17
4884,357,467,霜天,默认,35
4885,357,468,霜降,默认,1
4886,357,474,风吹雪,默认,1
4887,357,489,魔法增效,默认,9
4888,358,25,倾泻,技能石,
4889,358,40,冰冻光线,技能石,
4890,358,66,勾魂,技能石,
4891,358,72,双星,技能石,
4892,358,101,坍缩,技能石,
4893,358,108,复写,技能石,
4894,358,130,幽灵爆发,技能石,
4895,358,146,恐吓,技能石,
4896,358,151,惊吓盒子,技能石,
4897,358,195,晒太阳,技能石,
4898,358,298,生日蛋糕,技能石,
4899,358,318,破罐破摔,技能石,
4900,358,339,精神扰乱,技能石,
4901,358,403,诡刺,技能石,
4902,358,412,超级糖果,技能石,
4903,358,454,阻断,技能石,
4904,358,47,冰爪,血脉,
4905,358,68,升龙咆哮,血脉,
4906,358,123,尾后针,血脉,
4907,358,192,星星撞击,血脉,
4908,358,218,毒沼,血脉,
4909,358,270,火爪,血脉,
4910,358,273,灵媒,血脉,
4911,358,325,磁干扰,血脉,
4912,358,329,离子震荡,血脉,
4913,358,355,肥皂泡,血脉,
4914,358,367,荆棘爪,血脉,
4915,358,391,虹光冲击,血脉,
4916,358,406,贯手,血脉,
4917,358,416,跺地,血脉,
4918,358,437,针状物,血脉,
4919,358,476,风矢,血脉,
4920,358,480,飞吻,血脉,
4921,358,497,黑手,血脉,
4922,358,45,冰晶坠,默认,22
4923,358,46,冰点,默认,37
4924,358,50,冰锋横扫,默认,40
4925,358,52,冰雹,默认,45
4926,358,62,力量增效,默认,26
4927,358,119,寒风吹,默认,8
4928,358,187,旋转突击,默认,29
4929,358,199,暴风雪,默认,11
4930,358,204,极寒领域,默认,48
4931,358,322,碎冰冰,默认,36
4932,358,451,防御,默认,1
4933,358,464,雾气环绕,默认,17
4934,358,467,霜天,默认,35
4935,358,468,霜降,默认,1
4936,358,474,风吹雪,默认,1
4937,358,489,魔法增效,默认,9
4938,416,29,偷袭,技能石,
4939,416,45,冰晶坠,技能石,
4940,416,47,冰爪,技能石,
4941,416,76,取念,技能石,
4942,416,99,地陷,技能石,
4943,416,111,天光,技能石,
4944,416,131,应激反应,技能石,
4945,416,201,有效预防,技能石,
4946,416,260,漫反射,技能石,
4947,416,360,脉冲光线,技能石,
4948,416,401,许愿星,技能石,
4949,416,426,追打,技能石,
4950,416,440,钧势,技能石,
4951,416,446,闪光冲击,技能石,
4952,416,457,陨石,技能石,
4953,416,493,鸣沙陷阱,技能石,
4954,416,55,冷风,血脉,
4955,416,68,升龙咆哮,血脉,
4956,416,94,噬心,血脉,
4957,416,150,恶能量,血脉,
4958,416,191,星云漩涡,血脉,
4959,416,192,星星撞击,血脉,
4960,416,218,毒沼,血脉,
4961,416,242,泡沫,血脉,
4962,416,266,火焰冲锋,血脉,
4963,416,273,灵媒,血脉,
4964,416,296,球状闪电,血脉,
4965,416,324,碰爪,血脉,
4966,416,329,离子震荡,血脉,
4967,416,343,缠丝劲,血脉,
4968,416,365,花香,血脉,
4969,416,416,跺地,血脉,
4970,416,430,透射,血脉,
4971,416,476,风矢,血脉,
4972,416,9,主轴,默认,29
4973,416,18,休息回复,默认,18
4974,416,31,先发制人,默认,12
4975,416,62,力量增效,默认,27
4976,416,91,啮合传递,默认,10
4977,416,211,械斗,默认,1
4978,416,326,磁暴,默认,36
4979,416,353,联动装置,默认,49
4980,416,418,轴承支撑,默认,38
4981,416,435,金属噪音,默认,7
4982,416,438,钢钻,默认,40
4983,416,451,防御,默认,1
4984,416,489,魔法增效,默认,1
4985,416,498,鼓劲,默认,35
4986,416,499,齿轮切开,默认,50
4987,416,500,齿轮扭矩,默认,23
4988,415,29,偷袭,技能石,
4989,415,45,冰晶坠,技能石,
4990,415,47,冰爪,技能石,
4991,415,76,取念,技能石,
4992,415,99,地陷,技能石,
4993,415,111,天光,技能石,
4994,415,131,应激反应,技能石,
4995,415,201,有效预防,技能石,
4996,415,260,漫反射,技能石,
4997,415,360,脉冲光线,技能石,
4998,415,401,许愿星,技能石,
4999,415,426,追打,技能石,
5000,415,440,钧势,技能石,
5001,415,446,闪光冲击,技能石,
5002,415,457,陨石,技能石,
5003,415,493,鸣沙陷阱,技能石,
5004,415,55,冷风,血脉,
5005,415,68,升龙咆哮,血脉,
5006,415,94,噬心,血脉,
5007,415,150,恶能量,血脉,
5008,415,191,星云漩涡,血脉,
5009,415,192,星星撞击,血脉,
5010,415,218,毒沼,血脉,
5011,415,242,泡沫,血脉,
5012,415,266,火焰冲锋,血脉,
5013,415,273,灵媒,血脉,
5014,415,296,球状闪电,血脉,
5015,415,324,碰爪,血脉,
5016,415,329,离子震荡,血脉,
5017,415,343,缠丝劲,血脉,
5018,415,365,花香,血脉,
5019,415,416,跺地,血脉,
5020,415,430,透射,血脉,
5021,415,476,风矢,血脉,
5022,415,9,主轴,默认,29
5023,415,18,休息回复,默认,18
5024,415,31,先发制人,默认,12
5025,415,62,力量增效,默认,27
5026,415,91,啮合传递,默认,10
5027,415,211,械斗,默认,1
5028,415,326,磁暴,默认,36
5029,415,353,联动装置,默认,49
5030,415,418,轴承支撑,默认,38
5031,415,435,金属噪音,默认,7
5032,415,438,钢钻,默认,40
5033,415,451,防御,默认,1
5034,415,489,魔法增效,默认,1
5035,415,498,鼓劲,默认,35
5036,415,499,齿轮切开,默认,50
5037,415,500,齿轮扭矩,默认,23
5038,417,29,偷袭,技能石,
5039,417,45,冰晶坠,技能石,
5040,417,47,冰爪,技能石,
5041,417,76,取念,技能石,
5042,417,99,地陷,技能石,
5043,417,111,天光,技能石,
5044,417,131,应激反应,技能石,
5045,417,201,有效预防,技能石,
5046,417,260,漫反射,技能石,
5047,417,360,脉冲光线,技能石,
5048,417,401,许愿星,技能石,
5049,417,426,追打,技能石,
5050,417,440,钧势,技能石,
5051,417,446,闪光冲击,技能石,
5052,417,457,陨石,技能石,
5053,417,493,鸣沙陷阱,技能石,
5054,417,55,冷风,血脉,
5055,417,68,升龙咆哮,血脉,
5056,417,94,噬心,血脉,
5057,417,150,恶能量,血脉,
5058,417,191,星云漩涡,血脉,
5059,417,192,星星撞击,血脉,
5060,417,218,毒沼,血脉,
5061,417,242,泡沫,血脉,
5062,417,266,火焰冲锋,血脉,
5063,417,273,灵媒,血脉,
5064,417,296,球状闪电,血脉,
5065,417,324,碰爪,血脉,
5066,417,329,离子震荡,血脉,
5067,417,343,缠丝劲,血脉,
5068,417,365,花香,血脉,
5069,417,416,跺地,血脉,
5070,417,430,透射,血脉,
5071,417,476,风矢,血脉,
5072,417,9,主轴,默认,29
5073,417,18,休息回复,默认,18
5074,417,31,先发制人,默认,12
5075,417,62,力量增效,默认,27
5076,417,91,啮合传递,默认,10
5077,417,211,械斗,默认,1
5078,417,326,磁暴,默认,36
5079,417,353,联动装置,默认,49
5080,417,418,轴承支撑,默认,38
5081,417,435,金属噪音,默认,7
5082,417,438,钢钻,默认,40
5083,417,451,防御,默认,1
5084,417,489,魔法增效,默认,1
5085,417,498,鼓劲,默认,35
5086,417,499,齿轮切开,默认,50
5087,417,500,齿轮扭矩,默认,23
5088,13,24,借用,技能石,
5089,13,42,冰墙,技能石,
5090,13,43,冰天雪地,技能石,
5091,13,55,冷风,技能石,
5092,13,82,吓退,技能石,
5093,13,92,嗜痛,技能石,
5094,13,109,多维击打,技能石,
5095,13,119,寒风吹,技能石,
5096,13,201,有效预防,技能石,
5097,13,235,水波术,技能石,
5098,13,335,突袭,技能石,
5099,13,431,速冻,技能石,
5100,13,491,魔能爆,技能石,
5101,13,38,冥想,血脉,
5102,13,68,升龙咆哮,血脉,
5103,13,74,反击拳,血脉,
5104,13,176,掩护,血脉,
5105,13,218,毒沼,血脉,
5106,13,232,水弹枪,血脉,
5107,13,254,淤泥表皮,血脉,
5108,13,268,火焰护盾,血脉,
5109,13,329,离子震荡,血脉,
5110,13,336,等价交换,血脉,
5111,13,348,羽翼庇护,血脉,
5112,13,380,虚化,血脉,
5113,13,391,虹光冲击,血脉,
5114,13,393,蜡质膜,血脉,
5115,13,450,防反,血脉,
5116,13,460,集中,血脉,
5117,13,461,雪替身,血脉,
5118,13,488,魅惑,血脉,
5119,13,113,天洪,默认,48
5120,13,169,拍击,默认,1
5121,13,225,气泡,默认,8
5122,13,234,水泡盾,默认,12
5123,13,236,水炮,默认,17
5124,13,243,泡沫幻影,默认,29
5125,13,247,洗礼,默认,21
5126,13,252,涌泉,默认,30
5127,13,261,潮汐,默认,42
5128,13,299,甩水,默认,6
5129,13,372,落雨,默认,36
5130,13,451,防御,默认,1
5131,13,489,魔法增效,默认,10
5132,230,2,三连破,技能石,
5133,230,10,乘胜追击,技能石,
5134,230,24,借用,技能石,
5135,230,32,光之矛,技能石,
5136,230,111,天光,技能石,
5137,230,142,快速移动,技能石,
5138,230,201,有效预防,技能石,
5139,230,229,水刃,技能石,
5140,230,230,水幕冲击,技能石,
5141,230,236,水炮,技能石,
5142,230,238,水花四溅,技能石,
5143,230,285,热身运动,技能石,
5144,230,375,蓄水,技能石,
5145,230,423,连续爪击,技能石,
5146,230,447,闪击,技能石,
5147,230,454,阻断,技能石,
5148,230,504,龙吼,技能石,
5149,230,507,龙炮,技能石,
5150,230,55,冷风,血脉,
5151,230,68,升龙咆哮,血脉,
5152,230,94,噬心,血脉,
5153,230,128,幻象,血脉,
5154,230,143,念力膨胀,血脉,
5155,230,150,恶能量,血脉,
5156,230,160,扬沙,血脉,
5157,230,164,折线冲击,血脉,
5158,230,169,拍击,血脉,
5159,230,242,泡沫,血脉,
5160,230,258,溃烂触碰,血脉,
5161,230,266,火焰冲锋,血脉,
5162,230,296,球状闪电,血脉,
5163,230,329,离子震荡,血脉,
5164,230,343,缠丝劲,血脉,
5165,230,365,花香,血脉,
5166,230,476,风矢,血脉,
5167,230,488,魅惑,血脉,
5168,230,21,伺机而动,默认,10
5169,230,62,力量增效,默认,16
5170,230,81,后发制人,默认,26
5171,230,90,啄击,默认,1
5172,230,97,回旋风暴,默认,23
5173,230,155,扇风,默认,11
5174,230,198,暴风眼,默认,25
5175,230,305,疾风刺,默认,3
5176,230,307,疾风连袭,默认,50
5177,230,345,羽刃,默认,39
5178,230,346,羽化加速,默认,31
5179,230,350,翼击,默认,34
5180,230,451,防御,默认,1
5181,230,477,风起,默认,36
5182,230,489,魔法增效,默认,1
5183,230,502,龙卷风,默认,50
5184,404,2,三连破,技能石,
5185,404,76,取念,技能石,
5186,404,216,毒囊,技能石,
5187,404,217,毒孢子,技能石,
5188,404,218,毒沼,技能石,
5189,404,241,沙涌,技能石,
5190,404,242,泡沫,技能石,
5191,404,247,洗礼,技能石,
5192,404,262,潮涌,技能石,
5193,404,339,精神扰乱,技能石,
5194,404,352,聒噪,技能石,
5195,404,422,连续毒针,技能石,
5196,404,423,连续爪击,技能石,
5197,404,481,飞断,技能石,
5198,404,47,冰爪,血脉,
5199,404,68,升龙咆哮,血脉,
5200,404,94,噬心,血脉,
5201,404,150,恶能量,血脉,
5202,404,191,星云漩涡,血脉,
5203,404,211,械斗,血脉,
5204,404,232,水弹枪,血脉,
5205,404,258,溃烂触碰,血脉,
5206,404,266,火焰冲锋,血脉,
5207,404,273,灵媒,血脉,
5208,404,294,猛烈撞击,血脉,
5209,404,296,球状闪电,血脉,
5210,404,324,碰爪,血脉,
5211,404,343,缠丝劲,血脉,
5212,404,365,花香,血脉,
5213,404,416,跺地,血脉,
5214,404,430,透射,血脉,
5215,404,476,风矢,血脉,
5216,404,31,先发制人,默认,12
5217,404,98,地刺,默认,40
5218,404,126,岩脉崩毁,默认,33
5219,404,162,抓挠,默认,1
5220,404,165,抛石,默认,50
5221,404,195,晒太阳,默认,1
5222,404,246,泥浆铠甲,默认,35
5223,404,313,石肤术,默认,5
5224,404,314,石锁,默认,26
5225,404,374,蓄势待发,默认,41
5226,404,396,裂石,默认,49
5227,404,451,防御,默认,18
5228,404,465,震击,默认,4
5229,404,491,魔能爆,默认,38
5230,405,2,三连破,技能石,
5231,405,19,传感器,技能石,
5232,405,29,偷袭,技能石,
5233,405,76,取念,技能石,
5234,405,203,杠杆置换,技能石,
5235,405,216,毒囊,技能石,
5236,405,217,毒孢子,技能石,
5237,405,218,毒沼,技能石,
5238,405,241,沙涌,技能石,
5239,405,285,热身运动,技能石,
5240,405,339,精神扰乱,技能石,
5241,405,422,连续毒针,技能石,
5242,405,423,连续爪击,技能石,
5243,405,481,飞断,技能石,
5244,405,47,冰爪,血脉,
5245,405,68,升龙咆哮,血脉,
5246,405,94,噬心,血脉,
5247,405,150,恶能量,血脉,
5248,405,191,星云漩涡,血脉,
5249,405,211,械斗,血脉,
5250,405,242,泡沫,血脉,
5251,405,258,溃烂触碰,血脉,
5252,405,266,火焰冲锋,血脉,
5253,405,273,灵媒,血脉,
5254,405,294,猛烈撞击,血脉,
5255,405,296,球状闪电,血脉,
5256,405,324,碰爪,血脉,
5257,405,343,缠丝劲,血脉,
5258,405,365,花香,血脉,
5259,405,416,跺地,血脉,
5260,405,430,透射,血脉,
5261,405,476,风矢,血脉,
5262,405,31,先发制人,默认,11
5263,405,98,地刺,默认,34
5264,405,126,岩脉崩毁,默认,24
5265,405,162,抓挠,默认,1
5266,405,165,抛石,默认,49
5267,405,195,晒太阳,默认,1
5268,405,246,泥浆铠甲,默认,31
5269,405,313,石肤术,默认,4
5270,405,314,石锁,默认,22
5271,405,374,蓄势待发,默认,38
5272,405,396,裂石,默认,48
5273,405,451,防御,默认,16
5274,405,465,震击,默认,3
5275,405,491,魔能爆,默认,33
5276,410,8,主场优势,技能石,
5277,410,25,倾泻,技能石,
5278,410,62,力量增效,技能石,
5279,410,72,双星,技能石,
5280,410,76,取念,技能石,
5281,410,83,吞噬,技能石,
5282,410,93,嘲弄,技能石,
5283,410,223,气势一击,技能石,
5284,410,338,粒子对撞,技能石,
5285,410,18,休息回复,血脉,
5286,410,27,假寐,血脉,
5287,410,67,化劲,血脉,
5288,410,68,升龙咆哮,血脉,
5289,410,91,啮合传递,血脉,
5290,410,132,引燃,血脉,
5291,410,143,念力膨胀,血脉,
5292,410,217,毒孢子,血脉,
5293,410,273,灵媒,血脉,
5294,410,346,羽化加速,血脉,
5295,410,367,荆棘爪,血脉,
5296,410,375,蓄水,血脉,
5297,410,391,虹光冲击,血脉,
5298,410,404,贪婪,血脉,
5299,410,416,跺地,血脉,
5300,410,468,霜降,血脉,
5301,410,480,飞吻,血脉,
5302,410,496,麻痹,血脉,
5303,410,61,力量吞噬,默认,24
5304,410,66,勾魂,默认,1
5305,410,102,坟场搏击,默认,35
5306,410,128,幻象,默认,22
5307,410,297,甜心续航,默认,2
5308,410,357,能量刃,默认,17
5309,410,380,虚化,默认,34
5310,410,402,诋毁,默认,7
5311,410,403,诡刺,默认,1
5312,410,412,超级糖果,默认,30
5313,410,451,防御,默认,12
5314,410,455,降灵,默认,36
5315,410,469,鞭打,默认,1
5316,342,29,偷袭,技能石,
5317,342,98,地刺,技能石,
5318,342,178,摇篮曲,技能石,
5319,342,201,有效预防,技能石,
5320,342,216,毒囊,技能石,
5321,342,266,火焰冲锋,技能石,
5322,342,285,热身运动,技能石,
5323,342,313,石肤术,技能石,
5324,342,361,腐化,技能石,
5325,342,371,落石,技能石,
5326,342,422,连续毒针,技能石,
5327,342,423,连续爪击,技能石,
5328,342,465,震击,技能石,
5329,342,483,飞踢,技能石,
5330,342,47,冰爪,血脉,
5331,342,68,升龙咆哮,血脉,
5332,342,94,噬心,血脉,
5333,342,150,恶能量,血脉,
5334,342,191,星云漩涡,血脉,
5335,342,192,星星撞击,血脉,
5336,342,218,毒沼,血脉,
5337,342,242,泡沫,血脉,
5338,342,270,火爪,血脉,
5339,342,273,灵媒,血脉,
5340,342,296,球状闪电,血脉,
5341,342,324,碰爪,血脉,
5342,342,343,缠丝劲,血脉,
5343,342,365,花香,血脉,
5344,342,416,跺地,血脉,
5345,342,430,透射,血脉,
5346,342,435,金属噪音,血脉,
5347,342,476,风矢,血脉,
5348,342,9,主轴,默认,29
5349,342,19,传感器,默认,10
5350,342,31,先发制人,默认,23
5351,342,62,力量增效,默认,32
5352,342,76,取念,默认,16
5353,342,91,啮合传递,默认,28
5354,342,142,快速移动,默认,48
5355,342,168,拆卸,默认,1
5356,342,203,杠杆置换,默认,1
5357,342,418,轴承支撑,默认,38
5358,342,451,防御,默认,12
5359,342,454,阻断,默认,49
5360,342,499,齿轮切开,默认,47
5361,342,500,齿轮扭矩,默认,33
5362,282,24,借用,技能石,
5363,282,62,力量增效,技能石,
5364,282,179,撒娇,技能石,
5365,282,189,无畏之心,技能石,
5366,282,201,有效预防,技能石,
5367,282,235,水波术,技能石,
5368,282,247,洗礼,技能石,
5369,282,252,涌泉,技能石,
5370,282,261,潮汐,技能石,
5371,282,285,热身运动,技能石,
5372,282,318,破罐破摔,技能石,
5373,282,335,突袭,技能石,
5374,282,344,网缚,技能石,
5375,282,383,虫结阵,技能石,
5376,282,390,虫鸣,技能石,
5377,282,451,防御,技能石,
5378,282,471,音爆,技能石,
5379,282,68,升龙咆哮,血脉,
5380,282,74,反击拳,血脉,
5381,282,143,念力膨胀,血脉,
5382,282,176,掩护,血脉,
5383,282,232,水弹枪,血脉,
5384,282,254,淤泥表皮,血脉,
5385,282,258,溃烂触碰,血脉,
5386,282,268,火焰护盾,血脉,
5387,282,329,离子震荡,血脉,
5388,282,336,等价交换,血脉,
5389,282,348,羽翼庇护,血脉,
5390,282,380,虚化,血脉,
5391,282,391,虹光冲击,血脉,
5392,282,393,蜡质膜,血脉,
5393,282,450,防反,血脉,
5394,282,460,集中,血脉,
5395,282,461,雪替身,血脉,
5396,282,480,飞吻,血脉,
5397,282,156,打湿,默认,19
5398,282,173,捧杀,默认,40
5399,282,200,月光合奏,默认,49
5400,282,229,水刃,默认,50
5401,282,237,水环,默认,22
5402,282,242,泡沫,默认,1
5403,282,243,泡沫幻影,默认,1
5404,282,262,潮涌,默认,13
5405,282,291,爆米花爆破,默认,33
5406,282,297,甜心续航,默认,1
5407,282,298,生日蛋糕,默认,45
5408,282,316,砂糖弹球,默认,23
5409,282,355,肥皂泡,默认,5
5410,282,372,落雨,默认,31
5411,282,489,魔法增效,默认,9
5412,202,25,倾泻,技能石,
5413,202,58,刺盾,技能石,
5414,202,82,吓退,技能石,
5415,202,92,嗜痛,技能石,
5416,202,108,复写,技能石,
5417,202,125,岩土暴击,技能石,
5418,202,152,感染病,技能石,
5419,202,173,捧杀,技能石,
5420,202,179,撒娇,技能石,
5421,202,263,激怒,技能石,
5422,202,285,热身运动,技能石,
5423,202,320,硬化,技能石,
5424,202,427,退化,技能石,
5425,202,432,遁地,技能石,
5426,202,469,鞭打,技能石,
5427,202,471,音爆,技能石,
5428,202,38,冥想,血脉,
5429,202,68,升龙咆哮,血脉,
5430,202,74,反击拳,血脉,
5431,202,123,尾后针,血脉,
5432,202,217,毒孢子,血脉,
5433,202,234,水泡盾,血脉,
5434,202,268,火焰护盾,血脉,
5435,202,329,离子震荡,血脉,
5436,202,336,等价交换,血脉,
5437,202,380,虚化,血脉,
5438,202,391,虹光冲击,血脉,
5439,202,393,蜡质膜,血脉,
5440,202,416,跺地,血脉,
5441,202,450,防反,血脉,
5442,202,460,集中,血脉,
5443,202,461,雪替身,血脉,
5444,202,475,风墙,血脉,
5445,202,488,魅惑,血脉,
5446,202,5,不可接触,默认,1
5447,202,16,以毒攻毒,默认,1
5448,202,99,地陷,默认,50
5449,202,107,壁垒,默认,34
5450,202,160,扬沙,默认,6
5451,202,187,旋转突击,默认,28
5452,202,216,毒囊,默认,40
5453,202,218,毒沼,默认,30
5454,202,258,溃烂触碰,默认,1
5455,202,313,石肤术,默认,9
